X,Y,ACC_T_DESC,RD_U_DESC,LGA_NAME,REGION_NAM
2500658.076,2348320.238,Collision with a fixed object,Drivers,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION
2502543.339,2410391.849,Struck Pedestrian,Pedestrians,BOROONDARA,METROPOLITAN SOUTH EAST REGION
2583333.914,2547102.385,Collision with a fixed object,Drivers,BENALLA,NORTH EASTERN REGION
2607750.118,2539559.864,Collision with a fixed object,Drivers,BENALLA,NORTH EASTERN REGION
2504748.272,2393421.138,Collision with a fixed object,Drivers,KINGSTON,METROPOLITAN SOUTH EAST REGION
2545602.372,2430410.964,Collision with vehicle,Motorcyclists,YARRA RANGES,METROPOLITAN SOUTH EAST REGION
2438493.127,2620714.34,Collision with vehicle,Drivers,GANNAWARRA,NORTHERN REGION
2438493.127,2620714.34,Collision with vehicle,Drivers,GANNAWARRA,NORTHERN REGION
2490279.174,2408380.371,Collision with vehicle,Drivers,HOBSONS BAY,METROPOLITAN NORTH WEST REGION
2398899.195,2434815.472,Collision with vehicle,Motorcyclists,BALLARAT,WESTERN REGION
2620813.786,2370320.544,Collision with vehicle,Passengers,LATROBE,EASTERN REGION
2518702.912,2388584.443,Struck Pedestrian,Pedestrians,DANDENONG,METROPOLITAN SOUTH EAST REGION
2798919.99,2417820.466,Collision with a fixed object,Passengers,EAST GIPPSLAND,EASTERN REGION
2511797.25,2398003.226,Collision with vehicle,Motorcyclists,MONASH,METROPOLITAN SOUTH EAST REGION
2227700.671,2417852.817,Collision with a fixed object,Drivers,SOUTHERN GRAMPIANS,SOUTH WESTERN REGION
2538912.023,2606223.014,Collision with a fixed object,Motorcyclists,MOIRA,NORTH EASTERN REGION
2285420.066,2341208.329,Collision with a fixed object,Drivers,WARRNAMBOOL,SOUTH WESTERN REGION
2233320.156,2800522.223,Collision with vehicle,Drivers,MILDURA,WESTERN REGION
2492567.768,2413365.97,Fall from or in moving vehicle,Passengers,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION
2484213.597,2408937.088,Collision with vehicle,Drivers,WYNDHAM,METROPOLITAN NORTH WEST REGION
2495801.654,2427934.427,Collision with vehicle,Drivers,HUME,METROPOLITAN NORTH WEST REGION
2542397.398,2380945.019,Collision with vehicle,Motorcyclists,CARDINIA,METROPOLITAN SOUTH EAST REGION
2612597.851,2601856.81,Collision with vehicle,Passengers,WANGARATTA,NORTH EASTERN REGION
2612597.851,2601856.81,Collision with vehicle,Drivers,WANGARATTA,NORTH EASTERN REGION
2512252.648,2428754.476,Collision with a fixed object,Motorcyclists,NILLUMBIK,METROPOLITAN NORTH WEST REGION
2584589.591,2363946.692,Vehicle overturned (no collision),Drivers,BAW BAW,EASTERN REGION
2415161.92,2353552.286,Collision with a fixed object,Drivers,SURF COAST,SOUTH WESTERN REGION
2546042.756,2421576.422,Vehicle overturned (no collision),Motorcyclists,YARRA RANGES,METROPOLITAN SOUTH EAST REGION
2504436.262,2393971.11,No collision and no object struck,Passengers,KINGSTON,METROPOLITAN SOUTH EAST REGION
2709829.155,2502680.317,Collision with a fixed object,Motorcyclists,EAST GIPPSLAND,EASTERN REGION
2596972.287,2399179.568,Collision with a fixed object,Motorcyclists,BAW BAW,EASTERN REGION
2525299.195,2401344.149,Collision with vehicle,Drivers,KNOX,METROPOLITAN SOUTH EAST REGION
2521540.152,2372715.958,Struck Pedestrian,Pedestrians,CASEY,METROPOLITAN SOUTH EAST REGION
2390991.932,2563698.616,Collision with a fixed object,Drivers,LODDON,NORTHERN REGION
2603857.035,2360506.268,Collision with a fixed object,Pillion Passengers,BAW BAW,EASTERN REGION
2499637.794,2406984.722,Struck Pedestrian,Pedestrians,STONNINGTON,METROPOLITAN SOUTH EAST REGION
2492821.031,2416076.081,Struck Pedestrian,Pedestrians,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION
2498813.875,2406969.237,Collision with vehicle,Bicyclists,STONNINGTON,METROPOLITAN SOUTH EAST REGION
2625375.206,2358889.536,Vehicle overturned (no collision),Motorcyclists,LATROBE,EASTERN REGION
2796819.497,2411594.138,Collision with vehicle,Drivers,EAST GIPPSLAND,EASTERN REGION
2796819.497,2411594.138,Collision with vehicle,Drivers,EAST GIPPSLAND,EASTERN REGION
2385618.959,2442473.125,Collision with vehicle,Passengers,BALLARAT,WESTERN REGION
2492357.053,2431591.707,Collision with vehicle,Passengers,HUME,METROPOLITAN NORTH WEST REGION
2512778.71,2413553.393,Struck Pedestrian,Pedestrians,MANNINGHAM,METROPOLITAN SOUTH EAST REGION
2501943.09,2397895.656,Collision with vehicle,Motorcyclists,BAYSIDE,METROPOLITAN SOUTH EAST REGION
2493916.965,2422604.915,Collision with vehicle,Motorcyclists,MORELAND,METROPOLITAN NORTH WEST REGION
2430740.139,2504130.004,Collision with some other object,Bicyclists,MOUNT ALEXANDER,NORTHERN REGION
2204683.805,2358342.106,Collision with vehicle,Drivers,GLENELG,SOUTH WESTERN REGION
2525623.268,2401340.54,Struck Pedestrian,Pedestrians,KNOX,METROPOLITAN SOUTH EAST REGION
2507593.023,2408595.348,Collision with a fixed object,Drivers,BOROONDARA,METROPOLITAN SOUTH EAST REGION
2483745.995,2408295.405,Collision with a fixed object,Passengers,WYNDHAM,METROPOLITAN NORTH WEST REGION
2483745.995,2408295.405,Collision with a fixed object,Drivers,WYNDHAM,METROPOLITAN NORTH WEST REGION
2250821.602,2526426.038,Collision with vehicle,Drivers,HORSHAM,WESTERN REGION
2436571.588,2524586.341,Collision with vehicle,Passengers,BENDIGO,NORTHERN REGION
2545432.836,2407408.891,Collision with vehicle,Drivers,YARRA RANGES,METROPOLITAN SOUTH EAST REGION
2547897.624,2360696.953,Struck Pedestrian,Pedestrians,CARDINIA,METROPOLITAN SOUTH EAST REGION
2443724.732,2371123.013,Struck Pedestrian,Pedestrians,GEELONG,SOUTH WESTERN REGION
2278389.862,2345491.292,Collision with vehicle,Bicyclists,WARRNAMBOOL,SOUTH WESTERN REGION
2357131.079,2469522.628,Collision with a fixed object,Passengers,PYRENEES,WESTERN REGION
2486887.271,2412174.083,Struck Pedestrian,Pedestrians,MARIBYRNONG,METROPOLITAN NORTH WEST REGION
2378203.825,2423544.927,Collision with a fixed object,Drivers,GOLDEN PLAINS,SOUTH WESTERN REGION
2513805.375,2372035.913,Struck Pedestrian,Pedestrians,FRANKSTON,METROPOLITAN SOUTH EAST REGION
2508784.628,2516983.511,Collision with a fixed object,Drivers,STRATHBOGIE,NORTH EASTERN REGION
2289855.928,2692574.022,Collision with vehicle,Drivers,BULOKE,NORTHERN REGION
2148445.421,2795369.709,Collision with a fixed object,Motorcyclists,MILDURA,WESTERN REGION
2476358.626,2402870.197,Collision with vehicle,Motorcyclists,WYNDHAM,METROPOLITAN NORTH WEST REGION
2595972.695,2499034.028,Collision with a fixed object,Drivers,MANSFIELD,NORTH EASTERN REGION
2533471.257,2566036.982,Collision with a fixed object,Motorcyclists,SHEPPARTON,NORTH EASTERN REGION
2504606.148,2416385.193,Collision with vehicle,Passengers,BANYULE,METROPOLITAN NORTH WEST REGION
2427292.091,2434037.593,Collision with a fixed object,Motorcyclists,MOORABOOL,WESTERN REGION
2215075.906,2356547.776,Collision with vehicle,Motorcyclists,GLENELG,SOUTH WESTERN REGION
2465556.362,2426850.169,Collision with a fixed object,Motorcyclists,MELTON,METROPOLITAN NORTH WEST REGION
2525348.247,2409158.258,Collision with vehicle,Drivers,MAROONDAH,METROPOLITAN SOUTH EAST REGION
2159293.641,2392899.883,Collision with vehicle,Passengers,GLENELG,SOUTH WESTERN REGION
2425034.324,2434774.843,Vehicle overturned (no collision),Passengers,MOORABOOL,WESTERN REGION
2501288.586,2410378.835,Collision with a fixed object,Passengers,BOROONDARA,METROPOLITAN SOUTH EAST REGION
2398717.03,2406607.098,Vehicle overturned (no collision),Drivers,GOLDEN PLAINS,SOUTH WESTERN REGION
2693256.445,2429495.407,Collision with some other object,Motorcyclists,EAST GIPPSLAND,EASTERN REGION
2512780.695,2426723.858,Collision with a fixed object,Motorcyclists,NILLUMBIK,METROPOLITAN NORTH WEST REGION
2520875.434,2562578.373,Struck Pedestrian,Pedestrians,SHEPPARTON,NORTH EASTERN REGION
2431024.177,2400787.003,Collision with vehicle,Passengers,GOLDEN PLAINS,SOUTH WESTERN REGION
2502856.419,2562045.25,Collision with a fixed object,Motorcyclists,SHEPPARTON,NORTH EASTERN REGION
2465402.811,2413403.066,Collision with a fixed object,Drivers,MELTON,METROPOLITAN NORTH WEST REGION
2520594.067,2542619.222,Struck Pedestrian,Pedestrians,SHEPPARTON,NORTH EASTERN REGION
2233977.379,2804054.761,Collision with vehicle,Drivers,MILDURA,WESTERN REGION
2346067.878,2350565.383,Vehicle overturned (no collision),Drivers,CORANGAMITE,SOUTH WESTERN REGION
2459155.567,2423739.096,Collision with a fixed object,Drivers,MELTON,METROPOLITAN NORTH WEST REGION
2468540.106,2367171.794,Collision with vehicle,Drivers,GEELONG,SOUTH WESTERN REGION
2468540.106,2367171.794,Collision with vehicle,Drivers,GEELONG,SOUTH WESTERN REGION
2534679.733,2440314.725,Collision with a fixed object,Drivers,MURRINDINDI,NORTH EASTERN REGION
2512148.52,2400805.137,Collision with vehicle,Motorcyclists,MONASH,METROPOLITAN SOUTH EAST REGION
2405731.827,2552438.814,Collision with vehicle,Drivers,LODDON,NORTHERN REGION
2418103.085,2438237.809,Collision with vehicle,Drivers,MOORABOOL,WESTERN REGION
2435516.268,2527885.163,Collision with vehicle,Drivers,BENDIGO,NORTHERN REGION
2602929.283,2346730.399,Collision with vehicle,Motorcyclists,SOUTH GIPPSLAND,EASTERN REGION
2229264.545,2803899.828,Collision with vehicle,Drivers,MILDURA,WESTERN REGION
2527338.949,2562081.504,Collision with a fixed object,Drivers,SHEPPARTON,NORTH EASTERN REGION
2580929.08,2315154.581,Collision with vehicle,Drivers,SOUTH GIPPSLAND,EASTERN REGION
2471171.814,2471733.985,Collision with a fixed object,Passengers,MACEDON RANGES,NORTHERN REGION
2471171.814,2471733.985,Collision with a fixed object,Drivers,MACEDON RANGES,NORTHERN REGION
2529823.877,2404436.484,Collision with vehicle,Motorcyclists,YARRA RANGES,METROPOLITAN SOUTH EAST REGION
2289112.497,2343604.203,Collision with vehicle,Bicyclists,WARRNAMBOOL,SOUTH WESTERN REGION
2501772.427,2427055.247,Struck Pedestrian,Pedestrians,WHITTLESEA,METROPOLITAN NORTH WEST REGION
2630742.436,2364745.884,Struck Pedestrian,Pedestrians,LATROBE,EASTERN REGION
2520742.966,2398660.508,Collision with vehicle,Passengers,KNOX,METROPOLITAN SOUTH EAST REGION
2383935.89,2405677.199,Collision with some other object,Drivers,GOLDEN PLAINS,SOUTH WESTERN REGION
2717888.688,2534447.89,Collision with some other object,Motorcyclists,TOWONG,NORTH EASTERN REGION
2498457.285,2421107.707,Collision with vehicle,Drivers,DAREBIN,METROPOLITAN NORTH WEST REGION
2531736.054,2393273.07,Collision with vehicle,Drivers,YARRA RANGES,METROPOLITAN SOUTH EAST REGION
2511727.274,2393442.569,Collision with vehicle,Motorcyclists,DANDENONG,METROPOLITAN SOUTH EAST REGION
2201676.177,2345542.696,Collision with vehicle,Bicyclists,GLENELG,SOUTH WESTERN REGION
2470545.762,2405364.553,Collision with vehicle,Motorcyclists,WYNDHAM,METROPOLITAN NORTH WEST REGION
2501508.111,2404826.132,Struck Pedestrian,Pedestrians,STONNINGTON,METROPOLITAN SOUTH EAST REGION
2520764.205,2364151.366,Collision with vehicle,Motorcyclists,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION
2442314.859,2375842.866,Struck Pedestrian,Pedestrians,GEELONG,SOUTH WESTERN REGION
2457406.743,2465268.259,Collision with a fixed object,Drivers,MACEDON RANGES,NORTHERN REGION
2522742.873,2410116.226,Struck Pedestrian,Pedestrians,MAROONDAH,METROPOLITAN SOUTH EAST REGION
2492607.256,2421612.895,Struck Pedestrian,Pedestrians,MORELAND,METROPOLITAN NORTH WEST REGION
2498012.726,2428214.042,Vehicle overturned (no collision),Drivers,WHITTLESEA,METROPOLITAN NORTH WEST REGION
2510222.393,2396789.249,Collision with vehicle,Drivers,KINGSTON,METROPOLITAN SOUTH EAST REGION
2497021.802,2424740.946,Fall from or in moving vehicle,Passengers,HUME,METROPOLITAN NORTH WEST REGION
2326939.225,2556938.783,Collision with vehicle,Drivers,NORTHERN GRAMPIANS,WESTERN REGION
2182743.702,2525532.19,Collision with some other object,Motorcyclists,WEST WIMMERA,WESTERN REGION
2533716.108,2403077.845,Collision with vehicle,Motorcyclists,YARRA RANGES,METROPOLITAN SOUTH EAST REGION
2473640.013,2467701.316,Collision with a fixed object,Passengers,MACEDON RANGES,NORTHERN REGION
2473640.013,2467701.316,Collision with a fixed object,Passengers,MACEDON RANGES,NORTHERN REGION
2386521.47,2487636.005,Collision with vehicle,Drivers,CENTRAL GOLDFIELDS,WESTERN REGION
2420049.015,2399045.933,Collision with vehicle,Drivers,GOLDEN PLAINS,SOUTH WESTERN REGION
2221634.12,2402154.366,Collision with a fixed object,Drivers,SOUTHERN GRAMPIANS,SOUTH WESTERN REGION
2417496.066,2633418.205,Collision with a fixed object,Drivers,GANNAWARRA,NORTHERN REGION
2522436.22,2411342.669,Collision with vehicle,Passengers,MAROONDAH,METROPOLITAN SOUTH EAST REGION
2397629.772,2398752.992,Collision with a fixed object,Motorcyclists,GOLDEN PLAINS,SOUTH WESTERN REGION
2397258.361,2461427.837,Collision with vehicle,Bicyclists,HEPBURN,WESTERN REGION
2496945.284,2418547.987,Struck Pedestrian,Pedestrians,MORELAND,METROPOLITAN NORTH WEST REGION
2451564.348,2419988.194,Collision with vehicle,Drivers,MOORABOOL,WESTERN REGION
2510151.785,2383277.748,Collision with vehicle,Bicyclists,KINGSTON,METROPOLITAN SOUTH EAST REGION
2532066.653,2623698.774,Collision with a fixed object,Drivers,MOIRA,NORTH EASTERN REGION
2527764.388,2371963.852,Struck Pedestrian,Pedestrians,CASEY,METROPOLITAN SOUTH EAST REGION
2508855.845,2408916.597,Collision with vehicle,Motorcyclists,BOROONDARA,METROPOLITAN SOUTH EAST REGION
2543432.912,2413833.615,Collision with vehicle,Drivers,YARRA RANGES,METROPOLITAN SOUTH EAST REGION
2689448.087,2577914.903,Collision with a fixed object,Drivers,INDIGO,NORTH EASTERN REGION
2519510.685,2392232.317,Struck Pedestrian,Pedestrians,DANDENONG,METROPOLITAN SOUTH EAST REGION
2298034.625,2762357.716,Collision with vehicle,Passengers,SWAN HILL,NORTHERN REGION
2298034.625,2762357.716,Collision with vehicle,Passengers,SWAN HILL,NORTHERN REGION
2520861.333,2337529.347,Collision with a fixed object,Passengers,BASS COAST,EASTERN REGION
2510590.342,2373002.13,Struck Pedestrian,Pedestrians,FRANKSTON,METROPOLITAN SOUTH EAST REGION
2497513.302,2454977.379,Vehicle overturned (no collision),Drivers,MITCHELL,NORTHERN REGION
2579451.383,2325358.429,Collision with a fixed object,Pedestrians,SOUTH GIPPSLAND,EASTERN REGION
2486165.072,2347189.451,Collision with a fixed object,Passengers,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION
2492545.793,2421945.118,Collision with vehicle,Drivers,MORELAND,METROPOLITAN NORTH WEST REGION
2406110.39,2585507.709,Collision with vehicle,Drivers,LODDON,NORTHERN REGION
2499508.416,2412066.474,Collision with vehicle,Motorcyclists,YARRA,METROPOLITAN NORTH WEST REGION
2484953.933,2345021.153,Collision with a fixed object,Drivers,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION
2514092.525,2370545.082,Fall from or in moving vehicle,Passengers,FRANKSTON,METROPOLITAN SOUTH EAST REGION
2313600.976,2472201.967,Collision with a fixed object,Passengers,ARARAT,WESTERN REGION
2481240.103,2414361.728,Struck Pedestrian,Pedestrians,BRIMBANK,METROPOLITAN NORTH WEST REGION
2405682.206,2432848.713,Collision with a fixed object,Drivers,MOORABOOL,WESTERN REGION
2470889.11,2577744.312,Vehicle overturned (no collision),Drivers,CAMPASPE,NORTHERN REGION
2512930.369,2402368.917,Collision with vehicle,Bicyclists,MONASH,METROPOLITAN SOUTH EAST REGION
2325358.433,2476127.866,Collision with a fixed object,Drivers,ARARAT,WESTERN REGION
2428867.071,2513516.244,Collision with a fixed object,Drivers,BENDIGO,NORTHERN REGION
2477335.443,2426786.067,Vehicle overturned (no collision),Drivers,HUME,METROPOLITAN NORTH WEST REGION
2280530.461,2371338.326,Collision with a fixed object,Drivers,MOYNE,SOUTH WESTERN REGION
2544678.711,2565283.53,Collision with vehicle,Motorcyclists,SHEPPARTON,NORTH EASTERN REGION
2538976.098,2330604.788,Collision with vehicle,Passengers,BASS COAST,EASTERN REGION
2745017.096,2608283.266,Collision with a fixed object,Motorcyclists,TOWONG,NORTH EASTERN REGION
2337874.118,2421031.919,Collision with vehicle,Passengers,PYRENEES,WESTERN REGION
2337874.118,2421031.919,Collision with vehicle,Drivers,PYRENEES,WESTERN REGION
2506392.592,2391814.039,Struck Pedestrian,Pedestrians,KINGSTON,METROPOLITAN SOUTH EAST REGION
2482662.089,2417349.344,Struck Pedestrian,Pedestrians,BRIMBANK,METROPOLITAN NORTH WEST REGION
2505309.203,2398579.356,Collision with vehicle,Motorcyclists,GLEN EIRA,METROPOLITAN SOUTH EAST REGION
2535679.963,2410224.186,Struck Pedestrian,Pedestrians,YARRA RANGES,METROPOLITAN SOUTH EAST REGION
2442491.701,2377059.087,Collision with vehicle,Drivers,GEELONG,SOUTH WESTERN REGION
2490617.953,2412062.293,Collision with vehicle,Motorcyclists,MARIBYRNONG,METROPOLITAN NORTH WEST REGION
2441962.507,2374177.407,Struck Pedestrian,Pedestrians,GEELONG,SOUTH WESTERN REGION
2512730.649,2351403.539,Collision with vehicle,Passengers,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION
2512730.649,2351403.539,Collision with vehicle,Passengers,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION
2513501.549,2395143.036,Collision with vehicle,Drivers,DANDENONG,METROPOLITAN SOUTH EAST REGION
2377995.196,2385144.967,Collision with vehicle,Passengers,CORANGAMITE,SOUTH WESTERN REGION
2377995.196,2385144.967,Collision with vehicle,Drivers,CORANGAMITE,SOUTH WESTERN REGION
2377995.196,2385144.967,Collision with vehicle,Drivers,CORANGAMITE,SOUTH WESTERN REGION
2544998.854,2428088.383,Collision with vehicle,Motorcyclists,YARRA RANGES,METROPOLITAN SOUTH EAST REGION
2261833.162,2767289.263,Collision with a fixed object,Drivers,MILDURA,WESTERN REGION
2199589.378,2529192.31,Vehicle overturned (no collision),Drivers,WEST WIMMERA,WESTERN REGION
2737165.382,2396730.275,Collision with a fixed object,Passengers,EAST GIPPSLAND,EASTERN REGION
2243428.563,2771900.548,Collision with vehicle,Drivers,MILDURA,WESTERN REGION
2543064.393,2366042.044,Collision with a fixed object,Drivers,CARDINIA,METROPOLITAN SOUTH EAST REGION
2506474.099,2391677.872,Collision with a fixed object,Drivers,KINGSTON,METROPOLITAN SOUTH EAST REGION
2241669.595,2795167.716,Collision with a fixed object,Passengers,MILDURA,WESTERN REGION
2508432.818,2369132.48,Collision with vehicle,Passengers,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION
2508432.818,2369132.48,Collision with vehicle,Drivers,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION
2482661.697,2414111.119,Struck Pedestrian,Pedestrians,BRIMBANK,METROPOLITAN NORTH WEST REGION
2509913.746,2399529.136,Collision with a fixed object,Drivers,MONASH,METROPOLITAN SOUTH EAST REGION
2444783.743,2381955.576,Collision with a fixed object,Motorcyclists,GEELONG,SOUTH WESTERN REGION
2511398.196,2400154.35,Struck Pedestrian,Pedestrians,MONASH,METROPOLITAN SOUTH EAST REGION
2377221.208,2562501.442,Struck Pedestrian,Pedestrians,LODDON,NORTHERN REGION
2523716.169,2386561.878,Collision with vehicle,Motorcyclists,CASEY,METROPOLITAN SOUTH EAST REGION
2434424.498,2523868.135,Collision with vehicle,Bicyclists,BENDIGO,NORTHERN REGION
2546266.178,2354746.979,No collision and no object struck,Drivers,BASS COAST,EASTERN REGION
2663767.711,2554585.263,Struck Pedestrian,Pedestrians,ALPINE,NORTH EASTERN REGION
2485093.716,2544730.159,Collision with a fixed object,Drivers,CAMPASPE,NORTHERN REGION
2562238.044,2478200.753,Struck Pedestrian,Pedestrians,MURRINDINDI,NORTH EASTERN REGION
2470010.161,2411063.827,Collision with vehicle,Passengers,WYNDHAM,METROPOLITAN NORTH WEST REGION
2513160.234,2399854.516,Collision with a fixed object,Drivers,MONASH,METROPOLITAN SOUTH EAST REGION
2513668.026,2399571.783,Collision with vehicle,Drivers,MONASH,METROPOLITAN SOUTH EAST REGION
2499946.644,2336495.6,Collision with vehicle,Drivers,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION
2476115.104,2403366.215,No collision and no object struck,Bicyclists,WYNDHAM,METROPOLITAN NORTH WEST REGION
2387479.988,2493936.445,Struck Pedestrian,Pedestrians,CENTRAL GOLDFIELDS,WESTERN REGION
2496135.144,2410567.652,Struck Pedestrian,Pedestrians,MELBOURNE,METROPOLITAN NORTH WEST REGION
2296845.577,2679233.25,Collision with a fixed object,Drivers,BULOKE,NORTHERN REGION
2436273.466,2527050.426,Collision with a fixed object,Drivers,BENDIGO,NORTHERN REGION
2477866.714,2417892.465,Collision with vehicle,Bicyclists,MELTON,METROPOLITAN NORTH WEST REGION
2402053.44,2452563.059,Collision with vehicle,Passengers,HEPBURN,WESTERN REGION
2442454.24,2376796.135,Collision with vehicle,Passengers,GEELONG,SOUTH WESTERN REGION
2442454.24,2376796.135,Collision with vehicle,Drivers,GEELONG,SOUTH WESTERN REGION
2507900.976,2407333.453,Struck Pedestrian,Pedestrians,BOROONDARA,METROPOLITAN SOUTH EAST REGION
2469335.053,2399734.584,Collision with a fixed object,Motorcyclists,WYNDHAM,METROPOLITAN NORTH WEST REGION
2250694.131,2528335.32,No collision and no object struck,Pedestrians,HORSHAM,WESTERN REGION
2241881.507,2544632.652,Collision with vehicle,Drivers,HORSHAM,WESTERN REGION
2510833.933,2413708.511,Struck Pedestrian,Pedestrians,MANNINGHAM,METROPOLITAN SOUTH EAST REGION
2681144.089,2375598.028,Struck Pedestrian,Pedestrians,WELLINGTON,EASTERN REGION
2489613.786,2423463.599,Struck Pedestrian,Pedestrians,HUME,METROPOLITAN NORTH WEST REGION
2528230.075,2418216.713,Collision with vehicle,Motorcyclists,YARRA RANGES,METROPOLITAN SOUTH EAST REGION
2512322.915,2398322.26,Collision with vehicle,Passengers,MONASH,METROPOLITAN SOUTH EAST REGION
2534833.206,2556786.096,Collision with a fixed object,Passengers,SHEPPARTON,NORTH EASTERN REGION
2520016.002,2410019.44,Struck Pedestrian,Pedestrians,MAROONDAH,METROPOLITAN SOUTH EAST REGION
2480125.043,2422740.985,Collision with vehicle,Bicyclists,BRIMBANK,METROPOLITAN NORTH WEST REGION
2517041.301,2376168.024,Struck Pedestrian,Pedestrians,FRANKSTON,METROPOLITAN SOUTH EAST REGION
2541005.474,2381186.314,Struck Pedestrian,Pedestrians,CARDINIA,METROPOLITAN SOUTH EAST REGION
2404358.705,2437414.924,Vehicle overturned (no collision),Drivers,BALLARAT,WESTERN REGION
2423175.879,2486827.748,Collision with a fixed object,Drivers,MOUNT ALEXANDER,NORTHERN REGION
2493407.531,2426738.746,Collision with a fixed object,Drivers,HUME,METROPOLITAN NORTH WEST REGION
2486726.18,2413500.163,Struck Pedestrian,Pedestrians,MARIBYRNONG,METROPOLITAN NORTH WEST REGION
2524841.998,2378080.477,Collision with vehicle,Passengers,CASEY,METROPOLITAN SOUTH EAST REGION
2524841.998,2378080.477,Collision with vehicle,Passengers,CASEY,METROPOLITAN SOUTH EAST REGION
2512346.269,2497341.576,Collision with a fixed object,Drivers,MITCHELL,NORTHERN REGION
2672136.698,2594998.701,Collision with vehicle,Passengers,WODONGA,NORTH EASTERN REGION
2501991.205,2415026.974,Collision with a fixed object,Motorcyclists,DAREBIN,METROPOLITAN NORTH WEST REGION
2499961.807,2415142.229,Struck Pedestrian,Pedestrians,DAREBIN,METROPOLITAN NORTH WEST REGION
2512534.938,2391244.897,Collision with vehicle,Passengers,KINGSTON,METROPOLITAN SOUTH EAST REGION
2465337.389,2400796.252,Struck Pedestrian,Pedestrians,WYNDHAM,METROPOLITAN NORTH WEST REGION
2501883.225,2401249.045,Struck Pedestrian,Pedestrians,GLEN EIRA,METROPOLITAN SOUTH EAST REGION
2514865.023,2406866.713,Collision with a fixed object,Drivers,WHITEHORSE,METROPOLITAN SOUTH EAST REGION
2511831.46,2398375.048,Struck Pedestrian,Pedestrians,MONASH,METROPOLITAN SOUTH EAST REGION
2495879.147,2409334.906,Collision with a fixed object,Drivers,MELBOURNE,METROPOLITAN NORTH WEST REGION
2493718.776,2429747.253,Collision with a fixed object,Drivers,HUME,METROPOLITAN NORTH WEST REGION
2538853.067,2592130.249,Collision with vehicle,Passengers,MOIRA,NORTH EASTERN REGION
2538853.067,2592130.249,Collision with vehicle,Passengers,MOIRA,NORTH EASTERN REGION
2523523.82,2387392.385,Collision with vehicle,Drivers,CASEY,METROPOLITAN SOUTH EAST REGION
2462824.785,2446730.884,Collision with a fixed object,Drivers,MACEDON RANGES,NORTHERN REGION
2529026.162,2483099.034,Collision with a fixed object,Drivers,MURRINDINDI,NORTH EASTERN REGION
2626256.118,2408380.194,Collision with a fixed object,Passengers,BAW BAW,EASTERN REGION
2626256.118,2408380.194,Collision with a fixed object,Drivers,BAW BAW,EASTERN REGION
2458319.73,2461959.644,Collision with a fixed object,Drivers,MACEDON RANGES,NORTHERN REGION
2537145.711,2566405.841,Fall from or in moving vehicle,Motorcyclists,SHEPPARTON,NORTH EASTERN REGION
2302123.757,2713427.62,Collision with vehicle,Drivers,SWAN HILL,NORTHERN REGION
2480646.605,2418315.198,Collision with a fixed object,Motorcyclists,BRIMBANK,METROPOLITAN NORTH WEST REGION
2620709.873,2371616.388,Collision with a fixed object,Passengers,LATROBE,EASTERN REGION
2620709.873,2371616.388,Collision with a fixed object,Drivers,LATROBE,EASTERN REGION
2410704.694,2543522.432,Collision with a fixed object,Drivers,LODDON,NORTHERN REGION
2509990.901,2400357.285,Collision with vehicle,Passengers,MONASH,METROPOLITAN SOUTH EAST REGION
2509990.901,2400357.285,Collision with vehicle,Drivers,MONASH,METROPOLITAN SOUTH EAST REGION
2481294.274,2420537.515,Fall from or in moving vehicle,Passengers,BRIMBANK,METROPOLITAN NORTH WEST REGION
2562522.97,2615242.983,Collision with a fixed object,Motorcyclists,MOIRA,NORTH EASTERN REGION
2518793.217,2360932.916,Collision with vehicle,Drivers,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION
2161289.631,2492092.488,Collision with a fixed object,Drivers,WEST WIMMERA,WESTERN REGION
2356041.846,2339955.818,Collision with a fixed object,Drivers,COLAC OTWAY,SOUTH WESTERN REGION
2566519.192,2343672.15,Struck Pedestrian,Pedestrians,SOUTH GIPPSLAND,EASTERN REGION
2537424.273,2414462.881,Collision with vehicle,Drivers,YARRA RANGES,METROPOLITAN SOUTH EAST REGION
2442830.975,2379381.799,Struck Pedestrian,Pedestrians,GEELONG,SOUTH WESTERN REGION
2479216.696,2433150.055,Collision with vehicle,Passengers,HUME,METROPOLITAN NORTH WEST REGION
2479216.696,2433150.055,Collision with vehicle,Drivers,HUME,METROPOLITAN NORTH WEST REGION
2420473.404,2527781.262,Collision with a fixed object,Passengers,BENDIGO,NORTHERN REGION
2527904.351,2371220.881,Collision with vehicle,Motorcyclists,CASEY,METROPOLITAN SOUTH EAST REGION
2262813.181,2514099.543,Collision with a fixed object,Motorcyclists,HORSHAM,WESTERN REGION
